Date,Open,High,Low,Close,Volume
2006-05-25,3.7388650506014636,4.272325740189409,3.7295872579667853,4.26768684387207,395343000
2006-05-26,4.295518434422498,4.336339470543057,4.092339174757353,4.168415546417236,103044000
2006-05-30,4.172126375764903,4.173054066176615,3.975441409634342,4.082133769989014,49898000
2006-05-31,4.114606218308735,4.208309610143671,4.114606218308735,4.169343948364258,30002000
2006-06-01,4.1684167907200536,4.462516000146796,4.165633276014492,4.407778263092041,62344000
2006-06-02,4.499625235624763,4.518180373904869,4.340978648493576,4.359533786773682,37253000
2006-06-05,4.365101574601788,4.569208594281362,4.360462678156908,4.559930801391602,37188000
2006-06-06,4.636932074915448,4.697236364922504,4.434681002024454,4.4810686111450195,49045000
2006-06-07,4.483854448048315,4.490348725538657,4.337268695567064,4.416128158569336,25013000
2006-06-08,4.416126717688964,4.42725944519043,4.2212975717680195,4.42725944519043,34439000
2006-06-09,4.527458518148004,4.527458518148004,4.4235496471790485,4.432826995849609,13372000
2006-06-12,4.4532390894258835,4.476432688183367,4.295520140493576,4.3558244705200195,14546000
2006-06-13,4.286240981426033,4.392933359752923,4.202743079245638,4.2212982177734375,16716000
2006-06-14,4.165630877181664,4.2166578217638,4.122954029518205,4.186041831970215,15971000
2006-06-15,4.212021636988384,4.278820243350595,4.186972214901245,4.26304817199707,16500000
2006-06-16,4.221299091160905,4.267686725883311,4.174911014049009,4.176766395568848,12280000
2006-06-19,4.216659147916356,4.216659147916356,4.09141163624864,4.113677978515625,11509000
2006-06-20,4.150789173084898,4.174910901751938,4.032964044344078,4.083990573883057,23792000
2006-06-21,4.083989350312536,4.256552162221551,4.082133969398479,4.202742576599121,18063000
2006-06-22,4.304794344983525,4.355821286687383,4.2565509162252955,4.323349475860596,13038000
2006-06-23,4.3595352339742375,4.446744810991461,4.348402058832503,4.3558244705200195,11612000
2006-06-26,4.355824280434287,4.406850814819336,4.30758081851845,4.406850814819336,8565000
2006-06-27,4.406850071752352,4.456021216200201,4.383656035528398,4.389222621917725,9826000
2006-06-28,4.346543580761663,4.397570081023776,4.314072211721158,4.356749057769775,8756000
2006-06-29,4.355824814323214,4.461589101738535,4.355824814323214,4.453239440917969,14470000
2006-06-30,4.420767603793335,4.453239440917969,4.32335297719858,4.453239440917969,25964000
2006-07-03,4.44395818379447,4.453235970711625,4.342832872255011,4.3882927894592285,7029000
2006-07-05,4.397572574437531,4.438394063226448,4.333557490262808,4.416128158569336,13266000
2006-07-06,4.383654758434479,4.392932547176932,4.340977903475689,4.34190559387207,8097000
2006-07-07,4.3372675314451925,4.3465448786315815,4.244491405245164,4.278818607330322,8380000
2006-07-10,4.286240876589023,4.320568081101071,4.278818909837317,4.313146114349365,4978000
2006-07-11,4.313146099364778,4.313146099364778,4.202742961849873,4.30015754699707,8079000
2006-07-12,4.304797800282299,4.304797800282299,4.225010629229819,4.225938320159912,7672000
2006-07-13,4.191610277260586,4.191610277260586,4.109967306627607,4.148933410644531,16625000
