Date,Open,High,Low,Close,Volume
1999-03-10,44.229290526820805,44.25632554548023,43.4993450230163,44.17522048950195,5232000
1999-03-11,44.4996309872812,44.756463608410705,43.52637052826412,44.3914909362793,9688600
1999-03-12,44.229298995228746,44.25633401906446,42.95865287495017,43.31010818481445,8743600
1999-03-15,43.63452029922633,44.60778097504551,43.1749249800895,44.5537109375,6369000
1999-03-16,44.74296005193938,45.12145034845125,44.256329670709825,44.93220520019531,4905800
1999-03-17,44.93220452048562,44.986274562026516,44.47260916738799,44.607784271240234,3965000
1999-03-18,44.55369856354739,45.49992395779749,44.54018105791525,45.4728889465332,4848400
1999-03-19,46.06766251662361,46.06766251662361,44.28335164450086,44.310386657714844,7160400
1999-03-22,44.499633030364215,44.60777308633108,43.68858261061274,43.76968765258789,5024800
1999-03-23,43.526383545273546,43.68859367028699,42.14759748265929,42.228702545166016,10962400
1999-03-24,42.607186766822274,43.68858744618325,41.95834635920569,43.66155242919922,8447000
1999-03-25,44.33742044647107,45.25661087036133,44.04679406244695,45.25661087036133,8133800
1999-03-26,44.87814055548774,45.39180601967706,44.58075528674656,44.77000045776367,8256200
1999-03-29,45.31070032542124,46.41913631190231,45.0403500848161,46.3921012878418,5113800
1999-03-30,46.33802675865066,46.71651705889635,45.87843139406661,46.06767654418945,4940600
1999-03-31,46.82466389949723,46.87873395018949,45.25663242942169,45.391807556152344,8256600
1999-04-01,46.71651826411173,46.77058830839889,45.581047334081234,46.33802795410156,8715800
1999-04-05,47.08825255567963,48.08178967720753,46.7976260507429,48.01420211791992,5697200
1999-04-06,47.96012544430987,48.636000943806906,47.55460014461165,48.10881805419922,7522400
1999-04-07,48.554898852857924,48.66303893938991,46.581342273649334,47.608673095703125,11923600
1999-04-08,47.52756061822596,48.21695356234699,46.554299991231574,47.98715591430664,7952400
1999-04-09,47.906063186628415,48.39269362531878,47.770888064769984,48.28455352783203,4946800
1999-04-12,47.149059377367095,48.284529844023865,47.09498935514534,47.96010971069336,10934000
1999-04-13,48.257504882812505,48.36564494977679,46.9327890625,47.311279296875,9962200
1999-04-14,47.90603784865882,47.96010786880403,45.42557567449717,45.68916702270508,21253800
1999-04-15,45.85139403869308,46.38533568507527,44.22929283449403,46.31098937988281,17650600
1999-04-16,46.202847006517366,46.202847006517366,44.71592097646561,44.95923614501953,17274000
1999-04-19,45.2566185310436,45.63510876965448,42.397665478679286,42.850502014160156,19460600
1999-04-20,42.66125158348766,44.175212349441594,42.25572637832143,43.82375717163086,17413600
1999-04-21,44.229295841600525,46.01360728753306,43.63452535962301,45.986572265625,10940400
1999-04-22,46.41912450282726,47.36535010422443,46.11498055952102,47.23017501831055,13630600
1999-04-23,46.98686528178931,48.20344119529939,46.50023491638528,47.851985931396484,7064400
1999-04-26,48.17640228671756,49.31187304768397,48.02095093253764,48.95365905761719,5421000
1999-04-27,49.31187355952923,49.55518872511902,47.58839113660161,48.20343780517578,16482800
1999-04-28,47.797913076154856,47.96012318840425,46.34478082058737,46.55430221557617,7676800
1999-04-29,46.338014222978146,46.60836436430241,45.202543629416255,46.175804138183594,19148200
1999-04-30,46.824649342553016,47.06796449502587,44.824058088887355,46.47319412231445,15295200
1999-05-03,46.338009888944576,46.5272549701713,45.45261325891953,46.2298698425293,11109800
1999-05-04,46.31098957027769,47.04093511516823,45.22958876303244,45.49993896484375,15428400
1999-05-05,45.526975893506815,46.878726959228516,44.14818980647068,46.878726959228516,12642600
1999-05-06,46.44614827711378,46.85167343669277,44.74294260688202,45.17550277709961,15173400
1999-05-07,45.581033325195314,45.95952351888021,44.607772827148445,45.82434844970703,16430400
1999-05-10,46.12174069770029,46.59485351259464,45.58104033782104,46.28395080566406,10604200
1999-05-11,46.66243034481248,47.25720060413222,46.39208022693987,47.013885498046875,8800800
1999-05-12,47.230175426644344,48.14936601880571,45.85138953840229,47.98715591430664,12507400
1999-05-13,48.365627474954564,48.446732495873995,46.87870209143165,47.0949821472168,9864000
1999-05-14,46.17581150865192,46.71651187760569,45.851391287279654,46.20284652709961,12205400
1999-05-17,45.79733114109624,47.17611737970067,45.34449448429968,47.034183502197266,9906800
1999-05-18,46.986863741973806,47.257213936116344,46.28395323720319,46.82465362548828,9267800
1999-05-19,47.01391147318081,47.50054195421431,46.28396575163057,47.473506927490234,7985600
1999-05-20,47.57488092582478,47.57488092582478,46.094713441415685,46.16905975341797,5997200
1999-05-21,46.31099491931022,46.44617003582893,45.49994422019796,45.74325942993164,10958600
1999-05-24,45.824348711114425,45.905453753081,44.28335291374951,44.58073806762695,9569800
1999-05-25,44.526682228877625,45.17552277137493,42.931615895238416,43.1208610534668,17771200
1999-05-26,43.688583108774594,44.49963353777412,42.33683239377538,44.32390594482422,26772000
1999-05-27,44.14818824050773,44.925445075727936,43.580452813042534,44.283363342285156,23334800
1999-05-28,44.55370279947917,45.25661315917969,43.98596750895183,45.01329803466797,12969800
1999-06-01,44.93219481053458,45.14847492995954,43.76968916862545,44.013004302978516,6960200
1999-06-02,43.98596800882195,44.98626353207113,42.884291182540764,44.756465911865234,11996600
1999-06-03,45.09441165363087,45.09441165363087,43.85080078068901,44.121150970458984,11147800
1999-06-04,44.44555851849024,45.62834026130286,44.44555851849024,45.4728889465332,12987200
1999-06-07,45.79056421545403,46.70975487719599,45.689182892467784,46.41912841796875,11491800
1999-06-08,46.527256456327265,46.74353655606615,45.02005451127192,45.25661087036133,8134800
1999-06-09,45.41883654656057,46.14202337847753,45.39180152480667,46.013607025146484,8384400
1999-06-10,45.52697602451999,45.79732623844232,44.938964309238926,45.48642349243164,9392400
1999-06-11,45.797319415684704,45.844630696072805,44.39149851272389,44.79702377319336,16567600
1999-06-14,44.9592372419723,44.9592372419723,43.850801447071,43.95218276977539,14136800
1999-06-15,44.06032510063865,44.87137572375211,43.931908751979016,44.607784271240234,9147800
1999-06-16,45.716216203200574,46.89899826049805,45.66214616629555,46.89899826049805,15060200
1999-06-17,46.28395137982603,47.635702296292905,46.28395137982603,47.4194221496582,16278200
1999-06-18,46.986863576865225,47.77087913712362,46.90575851890746,47.635704040527344,5392800
1999-06-21,47.960113672534206,49.088825479652755,47.87900863250174,49.061790466308594,10565200
1999-06-22,48.771175384521484,49.39298083565452,47.581634521484375,47.581634521484375,10862800
1999-06-23,47.58839649888056,48.44675842976507,47.28425250762227,48.33185958862305,9607000
1999-06-24,48.31157918900936,48.33861420814143,47.14907336633034,47.37211227416992,14988800
1999-06-25,47.68976953125,48.068259765625,46.87871902901786,47.311279296875,8635600
1999-06-28,47.71680342695282,48.50081889402457,47.32479569341695,48.433231353759766,7666200
1999-06-29,48.39267451332529,49.284829965246935,48.14935939007393,49.095584869384766,9000400
1999-06-30,49.142907929782496,51.85316870269445,48.56165499594103,49.852577209472656,19467600
1999-07-01,50.01478598440814,50.474381315075675,49.14966536197513,50.190513610839844,6822600
1999-07-02,50.17698818774933,50.87989858262082,50.17698818774933,50.825828552246094,3302000
1999-07-06,51.09619724673939,51.60986272170661,50.2310764467946,50.501426696777344,8794800
1999-07-07,50.47437945742584,50.79879967889831,50.12292421749733,50.58251953125,10520000
1999-07-08,50.582509378843675,51.46790605557116,50.33919426157505,51.258384704589844,11225000
1999-07-09,51.447643963288385,51.8261342499337,51.06915367664307,51.772064208984375,4206800
1999-07-12,51.961296590169276,52.23164672851563,51.20431620279948,51.50170135498047,7816200
1999-07-13,51.258384704589844,51.447629795798775,50.85285950914214,51.258384704589844,6230000
1999-07-14,51.772057933750496,52.23165322611277,51.042112469410405,52.130271911621094,6909400
1999-07-15,52.31275657465623,52.61014175415039,52.02213014924147,52.61014175415039,6539800
1999-07-16,52.63718731485899,53.39416792339317,52.61691104855897,53.09678268432617,4913800
1999-07-19,53.31306043868202,53.31306043868202,52.34655845557711,52.55607986450195,6833000
1999-07-20,51.91399472227958,51.98834102379568,50.393274918541415,50.52845001220703,14837400
1999-07-21,50.6365915649869,51.21108572983259,50.23106627215465,50.771766662597656,10980400
1999-07-22,50.77176863742386,50.77176863742386,49.33891254701733,49.4808464050293,15148400
1999-07-23,49.85258393149785,50.06210536613402,49.04153321677716,49.555198669433594,12115000
1999-07-26,48.87931581364915,49.42001620981784,48.257510358055164,48.33861541748047,10720000
1999-07-27,49.31187438964844,50.068854917559705,48.89283159741184,49.31187438964844,13732800
1999-07-28,49.906642228208696,50.555482647210326,49.26456056357167,50.27837371826172,10161800
1999-07-29,49.33889514797336,49.744420313573144,48.7170898940537,49.20372009277344,13033800
1999-07-30,49.420021718539694,49.96072217497886,48.88608001780602,48.960426330566406,10947400
1999-08-02,49.04150590020029,50.01476621575002,48.63598076872124,48.825225830078125,9642400
1999-08-03,49.49436182747881,49.50112058233713,47.797914358040444,48.50758361816406,13005000
1999-08-04,48.507574738315334,48.87254743385233,47.58838424585179,47.628936767578125,13227600
1999-08-05,47.635703515133926,48.38592529296876,46.50023271624878,48.38592529296875,18695200
1999-08-06,48.04120605606643,48.93336126138449,47.527540937853004,47.865478515625,12392200
1999-08-09,48.041216610600344,48.17639167140676,47.15581996231832,47.25044250488281,7983400
1999-08-10,47.122038839045075,47.46673533657682,45.79732288774662,46.82465362548828,16767200
1999-08-11,47.662750943537326,48.44676669927333,46.94632275295098,48.36566162109375,13101400
1999-08-12,48.5548892387977,48.87930943415715,47.689768717839165,47.797908782958984,12715000
1999-08-13,48.79820743550454,49.93367819023649,48.717102381595105,49.879608154296875,14342600
1999-08-16,49.8525721932919,50.44734257737672,49.52815198379108,50.27837371826172,11470600
1999-08-17,50.71769514333889,50.77176518080513,49.60925937528084,50.52845001220703,11408400
1999-08-18,50.28513648293235,50.90694193406539,49.77147111025724,49.960716247558594,7035200
1999-08-19,49.50111517639829,49.85257039064906,49.0482786503444,49.36594009399414,10157800
1999-08-20,49.42001782029144,50.14996337890625,49.149667613397064,50.14996337890625,6920800
1999-08-23,50.60954739083317,51.745018005371094,50.494648578647784,51.745018005371094,9652000
1999-08-24,51.36654333679801,52.66422443162239,51.26516200126486,52.09648895263672,13891400
1999-08-25,52.420891073661124,53.42118657119875,51.8531557912749,53.20490646362305,11352000
1999-08-26,53.20490813172151,53.39415323178353,52.23840637069049,52.31951141357422,9753000
1999-08-27,52.7115464324991,52.718305189574686,51.66393908578319,51.79911422729492,9635400
1999-08-30,52.01536299148648,52.177573063185505,50.933962513493,51.06913757324219,10141600
1999-08-31,51.42061783955359,51.96131834259832,50.28514678315966,51.636898040771484,14590400
1999-09-01,51.96131755191835,52.44794799725369,51.636897255028124,52.008628845214844,10752000
1999-09-02,51.04212941312516,52.0964954338412,50.93398930843634,51.82614517211914,14583200
1999-09-03,53.313044780626555,54.225476454737176,53.12379969266287,54.2052001953125,14195400
1999-09-07,54.09707772516774,54.637778152205904,53.88079755435248,53.9619026184082,9009000
1999-09-08,53.63748564170423,54.178186101802055,52.7993999285526,53.23196029663086,14303400
1999-09-09,53.25898051560373,54.124101011288666,52.98863036070219,53.98892593383789,12677600
1999-09-10,54.718888386641396,55.144690013167875,54.0970828367932,54.610748291015625,10251000
1999-09-13,54.556672190031016,54.66481227365843,53.66451650010484,53.955142974853516,7240800
1999-09-14,53.74560737728671,54.63100407829584,53.63746732220163,54.25251388549805,10022600
