Open,High,Low,Close,Volume,%K14,%D3,Slow%D3,Momentum,ROC,%R,A/D Oscillator,Disparity5,Disparity10,OSCP,CCI,RSI,Return
10070.370117,10196.360352,10048.120117,10192.509766,303790000,36.2830781616132,28.450192143319,29.7653711110383,105,101.040891185592,2.59753096047136,0.849905796493104,100.210930966226,100.475626846517,-0.26344287525184,-66.6666666666667,44.7970876551318,0.012128615689488
10192,10258.429688,10188.070313,10251.700195,239610000,48.2597815397129,32.5835536502638,28.8039977875135,180.450194999999,101.791735832196,9.5644581834343,0.936903177437278,100.77458961231,100.879664893749,-0.104159031009493,66.6666666666667,47.6589363376618,0.00580724771022
10251.040039,10304.540039,10208.030273,10256.950195,277710000,61.4451348305754,48.6626648439672,36.5654702125167,129.540039,101.279103314713,49.3109101518291,0.547507741340918,100.616870435249,100.802831911058,-0.184480408222006,66.6666666666667,47.915368215845,0.000512110176862
10255.25,10392.469727,10255.25,10384.639648,275240000,98.0025806295858,69.2358323332914,50.1606836091741,372.279296000001,103.718197137458,5.7062342063976,0.987609689676766,101.499385744055,101.685698521694,-0.18322417050524,66.6666666666667,53.8362767820751,0.012449066298698
10384.490234,10405.769531,10296.480469,10340.379883,236460000,83.8667396873949,81.1048183825187,66.3344385199258,121.780273999999,101.19175110739,59.831832027253,0.193339412136227,100.536146627415,101.131713895867,-0.58890257616503,66.6666666666667,51.670627774804,-0.004262041486295
10339.709961,10400.599609,10339.639648,10345.400391,230410000,85.1054244783806,88.9915815984538,79.7774107714213,187.690429999999,101.847763233255,90.5499562245474,0.987857029632954,100.286805563003,100.995422242521,-0.701632473813306,66.6666666666667,51.907964199165,0.000485524522001
10345.400391,10384.860352,10320.139648,10384.339844,204600000,94.7127606683455,87.894974944707,85.9971249752265,141.870117,101.385116293056,0.804237234501673,0.609696102811256,100.4060768038,101.235353297648,-0.819157010703117,66.6666666666667,53.8020179684802,0.003763938709794
10382.94043,10382.94043,10250.230469,10281.110352,234910000,68.4614549624093,82.7598800363785,86.5488121931798,129.980469,101.280453215535,76.7312997703319,-0.010544905517676,99.3615293272412,100.102139231906,-0.739854223243875,66.6666666666667,48.382344858612,-0.009940881514933
10272.910156,10311.19043,10184.900391,10300.25,214890000,70.496378053621,77.8901978947919,82.8483509586258,101.450194999999,100.994726800601,8.6629397588518,0.238182506222843,99.7091458586802,100.189528316481,-0.479473719332858,66.6666666666667,49.4101055710314,0.001861632386455
10299.740234,10322.349609,10183.429688,10189.480469,249840000,39.5248381421925,59.4942237194076,73.381433883526,119.110352,101.182780281322,95.6444108545096,0.159081640998059,98.9258786995073,98.9973880013802,-0.072233523850021,-66.6666666666667,43.9643548927467,-0.010754062377127
10188.230469,10234.339844,10075.549805,10140.120117,258410000,25.7235148161043,45.2482436706392,60.8775550949463,-52.3896489999988,99.4859985400774,59.3360437426431,0.282507487765024,98.8406341556951,98.5679913195738,0.276603826933388,-66.6666666666667,41.7330425898573,-0.004844246195885
10139.610352,10255.25,10138.280273,10252.290039,217230000,57.0866088431504,40.7783206004824,48.5069293301764,0.589844000000085,100.005753621241,2.53053595653898,0.984270767768825,100.191933108481,99.6577781952091,0.535989185134587,-66.6666666666667,48.1984276071069,0.011061991446427
10247.490234,10336.900391,10213.139648,10331.879883,241110000,79.3402015751659,54.0501084114735,46.6922242275317,74.9296880000002,100.73052600018,4.0566239974817,0.683660666129004,100.869642536521,100.358337635676,0.509479244964251,66.6666666666667,52.2064443569618,0.007763128403239
10323.19043,10480.849609,10323.040039,10464.450195,299760000,96.2102388898418,77.5456831027193,57.4580373715584,79.8105469999991,100.768544212465,10.3919008207178,0.943984106920765,101.837413322383,101.567315792063,0.265929574108474,66.6666666666667,57.9918637011819,0.012831189822302
10464.450195,10494.740234,10435.320313,10493.19043,209180000,99.6302864061812,91.726908957063,74.4409001570853,152.810547000001,101.477803994912,2.60822292241049,0.509762357307763,101.517012766216,101.69543515741,-0.175447787718119,66.6666666666667,59.1322139613259,0.00274646392925
10492.75,10499.259766,10423.879883,10471.910156,232250000,93.5452048529963,96.4619100496731,88.5781673698185,126.509765000001,101.222860017192,36.2823725794314,0.080516654556212,100.664882404731,101.364914752585,-0.690606162460658,66.6666666666667,57.8827198142299,-0.00202800798689
10472.799805,10560.80957,10466.070313,10523.55957,225290000,92.3236990398328,95.1663967663368,94.4517385910243,139.219725999999,101.34066997124,39.3184421955096,0.93835878404662,100.636526112964,101.72777658477,-1.07271633023137,66.6666666666667,60.0913916034549,0.004932186509489
10522.679688,10522.679688,10471.910156,10503.679688,204650000,88.2269485087025,91.3652841338439,94.3311969832846,222.569336,102.164837535828,37.4240203750547,-0.017330906260851,100.117445998801,101.317619034512,-1.18456498203191,66.6666666666667,58.8191031227461,-0.001889083429211
10503.169922,10503.169922,10426.389648,10457.799805,187990000,78.772242738897,86.4409634291441,90.9908814431082,157.549805000001,101.529572631732,59.0908506005062,-0.006639283418044,99.692773698834,100.721997049225,-1.02184565491471,66.6666666666667,55.8733752881144,-0.004367981922794
10458.679688,10544.099609,10458.610352,10537.599609,194620000,95.2170027943696,87.4053980139897,88.4038818589925,348.119140000001,103.416456227176,7.60329452857441,1.00948127318499,100.368512962429,101.151427466017,-0.77400242705444,66.6666666666667,59.672958294782,0.007630649418422
10537.080078,10552.009766,10517.660156,10542.549805,168060000,96.2371153932371,90.0754536421679,87.9739383617672,402.429688,103.968687583151,27.5402282587746,0.419514428256936,100.280719145646,100.809521610656,-0.524556070260521,66.6666666666667,59.9018675006087,0.000469765049317
10541.889648,10542.330078,10467.480469,10467.480469,240780000,80.767187446501,90.7404352113692,89.4070956225089,215.190430000001,102.098949885161,100,-0.002935579797079,99.6729957277118,99.8861625602548,-0.213409772764529,66.6666666666667,54.8221040568591,-0.007120605298388
10462.860352,10586.370117,10457.910156,10549.870117,232630000,92.8546302598868,89.952977699875,90.2562888511374,217.990234000001,102.109879677934,28.4135225605431,0.925499642647407,100.369231610741,100.463386003195,-0.093720106597731,66.6666666666667,58.964582360571,0.007871010435033
10548.830078,10559.929688,10510.410156,10553.490234,187680000,93.5633172315983,89.0617116459954,89.9183748524132,89.0400390000013,100.850881196248,13.0038668378355,0.203143499013677,100.221194198784,100.412719118703,-0.190737708927558,66.6666666666667,59.1404788627805,0.000343143276633
10552.820313,10553.19043,10448.410156,10460.969727,222230000,72.014453869211,86.1441337868987,88.3862743775897,-32.2207030000009,99.6929370222055,88.0134203504758,-0.002861263752758,99.487370430766,99.5629421552161,-0.075903466505,66.6666666666667,52.9014499028791,-0.008766815996279
10461.639648,10481,10430.969727,10467.030273,170200000,68.0251603467026,77.8676438158373,84.3578297495771,-4.87988299999961,99.9534002590998,27.9225480140786,0.400363056184007,99.6882036775607,99.6252508402405,0.063189639965071,-66.6666666666667,53.2524230328419,0.000579348392947
10466,10578.839844,10465.919922,10483.070313,213990000,60.7717413883879,66.9371185347671,76.9829653791677,-40.4892569999993,99.6152513155775,84.8118997106632,0.990166916693397,99.8113297664142,99.8163869643638,-0.005066500705342,66.6666666666667,54.2241178729597,0.001532434662139
10484.839844,10543.290039,10465.320313,10476.860352,195810000,32.605325068336,53.8007422678088,66.2018348728044,-26.8193360000005,99.7446672328494,85.1993336490632,0.772347539094851,99.8910801080123,99.7827387536768,0.108577250623431,-66.6666666666667,53.7589341273516,-0.000592379981683
10477.75,10526.370117,10443.30957,10503.019531,209810000,48.7042488965829,47.3604384511023,56.0327664178927,45.2197259999994,100.432401909036,28.1127284172595,0.596068371666275,100.236963556751,99.98881863763,0.248172668206199,-66.6666666666667,55.4921241009546,0.002496852885417
10503.019531,10538.639648,10452.620117,10512.629883,217100000,53.9067272018057,45.0721003889082,48.7444270359398,-24.9697260000012,99.7630416135884,30.2370458169561,0.414093364447667,100.229849472006,100.104105198681,0.125613503137708,-66.6666666666667,56.1409002797115,0.000915008486049
10503.570313,10589.160156,10474.379883,10522.55957,205630000,59.0831368542509,53.8980376508798,48.7768588302967,-19.9902350000011,99.8103851974167,58.0244185340109,0.666754582470806,100.218404312546,100.217735052931,0.000667805568625,66.6666666666667,56.8402916579359,0.00094454833001
10521.950195,10586.700195,10521.790039,10547.570313,192030000,74.4487846655858,62.4795495738808,53.8165625378896,80.0898440000001,100.765130102102,60.2831427488779,0.988144674925756,100.333339263724,100.379371841842,-0.045858603489026,66.6666666666667,58.6281424904691,0.002376868748865
10548.650391,10589.929688,10495.389648,10566.370117,220840000,85.1789275413828,72.9036163537398,63.0937345261668,16.5,100.156400029735,24.9202041801546,0.448057510870527,100.341298832052,100.542498323448,-0.200113876969246,66.6666666666667,59.9673488620195,0.001782382429518
10566.759766,10595.450195,10540.05957,10578.650391,217730000,89.7861404431314,83.1379508833667,72.8403722703291,25.1601569999984,100.238406029116,30.3296884626238,0.524999997743283,100.313822581076,100.635256378206,-0.319404758032355,66.6666666666667,60.8570859013867,0.001162203657833
10580.410156,10656.290039,10579.490234,10623.070313,373400000,85.2566660745617,86.7405780196919,80.9273817522662,162.100586,101.549575137204,43.2549613895503,1.01093548349506,100.524489389135,100.902226990871,-0.37436002455137,66.6666666666667,63.9726032447185,0.004199015976347
10621.540039,10637.570313,10562.379883,10609.110352,173110000,79.0610590846333,84.7012885341088,84.8599391457225,142.080078999999,101.357405828533,37.8505096991735,0.192843690347294,100.228211233811,100.633820843881,-0.40305496369771,66.6666666666667,62.3013368165711,-0.001314117349192
10608.879883,10630.360352,10580.870117,10599.669922,204330000,74.8712770289434,79.7296673960461,83.723844649949,116.599608999999,101.112265829748,62.0131021806645,0.429377633789783,100.040543192824,100.433191771287,-0.390954993601983,66.6666666666667,61.1366302952488,-0.000889841813948
10599.360352,10646.240234,10578.040039,10587.929688,198810000,69.6608129141951,74.5310496759239,79.654001868693,111.069336,101.060139510009,85.4990898486427,0.682847197137791,99.8890868554761,100.216484187618,-0.326690099733594,66.6666666666667,59.6420206654854,-0.001107603735436
10587.089844,10589.009766,10419.599609,10421.44043,288030000,0.777733599115008,48.4366078474178,67.5657749731293,-81.5791009999994,99.2232795458562,98.9133939590176,0.006375520919912,98.6108978081755,98.7168613263003,-0.10734085008491,-66.6666666666667,43.4149256064072,-0.015724439329125
10422.280273,10422.280273,10297.839844,10297.839844,343150000,0,23.4795155044367,48.8157243425928,-214.790039,97.9568381899629,100,0.006748956161183,98.0448030944752,97.744928770476,0.306792718324414,-66.6666666666667,35.5568825786404,-0.011860220938767
10298.070313,10332.129883,10253.490234,10290.780273,220510000,9.25771029109601,3.34514796340367,25.0870904384194,-231.779296999999,97.7973106689668,52.5811222784068,0.436040082020204,98.5751108579141,97.8932860680763,0.696498010459643,-66.6666666666667,35.1607346737011,-0.000685539016623
10291.009766,10409.700195,10290.549805,10405.629883,215350000,37.7705369048029,15.676082398633,14.1669152888244,-141.940430000001,98.654283159174,3.41611303160642,0.998065738601445,100.047168441244,99.1196532114478,0.935753102179821,-66.6666666666667,45.7561486279822,0.011160437493873
10405.94043,10433.790039,10363.280273,10374.480469,222550000,30.0373122077355,25.6885198012115,14.903250054416,-191.889648,98.1839586738376,84.1153975748552,0.399379512903223,100.158778093551,99.0039022761912,1.16649524999282,-66.6666666666667,43.6936977480932,-0.002993515467131
10374.179688,10412.790039,10267.219727,10274.969727,301810000,5.33254801352225,24.3801323753536,21.914911525066,-303.680664,97.1293061706779,94.6761122556363,0.263168838986891,99.4794107316485,98.3392592768059,1.15940618551257,-66.6666666666667,37.812376410554,-0.009591877135183
10273.589844,10343.790039,10273.519531,10303.44043,231380000,12.400749796788,15.9235366726819,21.9973962830823,-319.629883,96.9911722921682,57.4204031654349,0.97936266520231,99.7442392636494,98.9143344131736,0.839013733852958,-66.6666666666667,40.3118190155399,0.002770879501979
10303.129883,10389.05957,10282.650391,10371.799805,235620000,29.3718044376909,15.7017007493337,18.6684565991231,-237.310546999999,97.7631437592195,16.2201843508245,0.804621751662972,100.248749109263,99.7979539099592,0.451707857368061,-66.6666666666667,45.9169205207522,0.006634616414238
10366.519531,10380.469727,10267.610352,10270.679688,237210000,4.26749312850324,15.3466824543274,15.6573066254477,-328.990233999999,96.8962218972766,97.2803889796479,0.076820574276609,99.5310205577711,99.1388011070774,0.395626582441822,-66.6666666666667,39.9760829543798,-0.009749524566725
10269.759766,10310.040039,10175.400391,10302.290039,275310000,26.3864378299115,20.0085784653685,17.0189872230099,-285.639649000001,97.3022143382409,5.75610536355531,0.29233848710002,99.9772345300294,99.7188647969048,0.259098149232642,-66.6666666666667,42.5050100259079,0.003077727274168
10302.900391,10462.259766,10300.450195,10449.139648,249260000,58.1385074074966,29.5974794553038,21.6509134583332,27.6992179999997,100.265790685904,8.10836955991863,0.988629572474424,101.060690024028,101.113155591277,-0.051887973372638,66.6666666666667,52.4889160299729,0.01425407442851
10449.599609,10534.219727,10449.599609,10519.719727,225470000,73.1287594112972,52.5512348829018,34.0524309345247,221.879883,102.154625497786,17.1354050818036,1.00543559865989,101.319441045486,101.578043017813,-0.254584519099539,66.6666666666667,56.3564801139793,0.006754630656459
10519.490234,10544.040039,10483.200195,10513.889648,233390000,71.8905296636079,67.7192654941339,49.9559932774465,223.109375,102.1680511009,49.5569827562332,0.399743168309238,100.986883866626,101.30350616345,-0.312548211621798,66.6666666666667,55.9540159751248,-0.000554204784091
10513.360352,10564.910156,10512.360352,10557.389648,216660000,92.3550770579127,79.1247887109393,66.4650963626583,151.759765000001,101.458439005676,14.3112008562384,0.970898159772383,100.849252778206,101.57411227622,-0.713626220077649,66.6666666666667,58.3455938734224,0.004137384113431
10559.860352,10657.69043,10559.860352,10628.889648,267790000,94.0283274231173,86.091311381546,77.6451218622064,254.409179,102.452259462632,29.4395983206719,1.02525505499443,100.902655576102,102.012327516698,-1.08778220006259,66.6666666666667,61.9843195451737,0.006772507445867
10629.44043,10654.120117,10600.480469,10640.830078,239700000,96.5041052817598,94.2958365875966,86.5039788933606,365.860351000001,103.560695172061,24.7765216505512,0.470369772001486,100.649691584087,101.769574027178,-1.10040987573786,66.6666666666667,62.5684282682672,0.00112339391935
10640.19043,10640.19043,10574.990234,10574.990234,206290000,82.8526012746451,91.1283446598407,90.5051642096611,271.549804,102.635525539696,100,-0.009810522655489,99.9224467187007,100.877885652096,-0.947124265362151,66.6666666666667,57.3423896928793,-0.006187472548417
10576.900391,10668.519531,10576.900391,10646.55957,318160000,95.546723049525,91.63447653531,92.3528859275824,274.759764999999,102.649104014402,23.9687482331752,1.02084888594237,100.347112773166,101.29511044053,-0.93587702628664,66.6666666666667,61.1633901444988,0.006767792160213
10629.519531,10691.299805,10581.120117,10689.150391,312420000,99.5833656829854,92.6608966690518,91.8079059547342,418.470702999999,104.074420736623,1.95082599979893,0.40606608905991,100.498928053585,101.297022679691,-0.787875699594732,66.6666666666667,63.2583861022826,0.004000430441399
10690.030273,10700.05957,10608.429688,10627.769531,281750000,86.2215240114956,93.7838709146686,92.6930813730102,325.479492,103.159292650157,78.8935196926261,0.119057001513985,99.9239325279778,100.405643806203,-0.479765140647481,66.6666666666667,58.3893472619883,-0.005742351613995
10624.19043,10658.580078,10588.049805,10651.179688,231480000,90.6834981724395,92.1627959556401,92.8691878464535,202.04004,101.933556702333,10.4925015673776,0.436841453881808,100.124552477277,100.435103361726,-0.309205520833355,66.6666666666667,59.6716560535943,0.002202734725449
10651.660156,10686.530273,10591.549805,10596.480469,190250000,80.257831150992,85.7209511116423,90.5558726606504,76.7607420000004,100.729684288099,94.8087600494877,0.372187942893693,99.57013267239,99.8470473886603,-0.277338913380642,66.6666666666667,55.3862136092112,-0.00513550804721
10597.599609,10626,10572.919922,10579.769531,220390000,77.072727626862,82.6713523167645,86.8516997946823,65.8798829999996,100.626598577745,87.0957066038963,0.556132020001919,99.5380469291625,99.6277405805601,-0.090028792056197,66.6666666666667,54.10129478957,-0.001577027207183
10579.450195,10645.919922,10577.379883,10637.089844,213220000,84.2421800039102,80.5242462605881,82.972183229665,79.7001959999998,100.75492331587,12.8830945077214,0.965135006707535,100.175468337576,100.092393858159,0.082997794553016,66.6666666666667,57.7294799925128,0.005417916981277
10633.5,10710.480469,10629.679688,10705.549805,220170000,98.1099939642948,86.4749671983557,83.2235219252361,76.6601570000003,100.721243323986,6.10224794733052,0.90829103495918,100.672708710859,100.66397094285,0.008680134439447,66.6666666666667,61.6114881809333,0.006435967168089
10705.160156,10717.730469,10640.910156,10640.910156,215280000,67.2450333640083,83.1990691107378,83.3994275232272,0.080077999999048,100.000752554072,100,0.158560457830984,100.084181985568,100.056090879114,0.02807535873864,66.6666666666667,56.3802253486943,-0.006037956964136
10641.780273,10672.360352,10610.889648,10623.150391,192790000,53.946523777848,73.1005170353837,80.9248511148257,48.1601569999984,100.455415616793,80.0543312469643,0.511629019247935,99.8670380411353,99.8438823325315,0.023191915280918,66.6666666666667,54.9903232119201,-0.001669008077282
10623.790039,10699.19043,10623.469727,10683.740234,241690000,78.4694940081667,66.5536837166743,74.2844232875986,37.1806640000013,100.349227032034,20.4041898554476,1.00421728784003,100.240682454423,100.378271333883,-0.137070381499182,66.6666666666667,58.7341911391541,0.005703566340483
10681.509766,10698.070313,10638.480469,10697.589844,237650000,86.0917416464148,72.8359198108099,70.8300401876226,8.43945300000087,100.078953449912,0.806293434834439,0.240478545303783,100.256806700867,100.50042539064,-0.242405630449355,66.6666666666667,59.5575784821357,0.001296325977294
10696.799805,10696.879883,10606.669922,10610.099609,230600000,25.6747093152002,63.4119816565939,67.6005283946927,-17.6699219999991,99.8337381898577,96.1981061049327,-0.007870095409979,99.6150778293482,99.695032394184,-0.080199146252014,-66.6666666666667,52.4473800284421,-0.008178499669163
10610.339844,10610.80957,10554.450195,10558.030273,218240000,2.19259676156647,37.9863492410605,58.0780835694881,-93.1494149999999,99.1254544780148,93.6477684502341,0.012597034654814,99.2807218162221,99.2926828001955,-0.012046188738354,-66.6666666666667,48.6910202088489,-0.004907525651864
10557.240234,10606.040039,10524.910156,10536.929688,185880000,6.2335403428166,11.3669488065278,37.5884265680607,-59.5507809999999,99.4380135822058,85.1848276423617,0.591764270139518,99.2432312487931,99.1497711642333,0.094261523211146,-66.6666666666667,47.208180033204,-0.001998534239285
10537.650391,10639.080078,10537.650391,10615.669922,207460000,47.0696082730657,18.4985817924829,22.6172932800237,35.9003909999992,100.339330558145,23.0801816434683,1.00710544438532,100.113225531763,99.8569632960306,0.256629309838591,-66.6666666666667,52.9749241820089,0.007472787266453
10606.519531,10719.410156,10570.049805,10594.410156,258420000,35.73264781491,29.6785988102641,19.8480431364249,-42.6796880000002,99.5987653707365,83.6902157521045,0.69456340525071,100.10755169953,99.6970072503252,0.411792149561564,-66.6666666666667,51.355848693242,-0.002002677754321
10591.830078,10685.889648,10588.519531,10685.889648,234250000,82.7658056555272,55.189353914501,34.4555115057493,-19.6601570000003,99.8163554664813,0,0.939502742920603,100.827535118916,100.576467950125,0.249628142554465,66.6666666666667,57.4011164675531,0.008634694206944
10682.700195,10682.780273,10568.299805,10600.30957,218890000,38.765765552699,52.4214063410454,45.7631196886035,-40.6005860000005,99.6184481834281,72.0391036486687,-0.027160746757255,99.9402994187858,99.8091219141575,0.131428372590151,-66.6666666666667,51.0626009359944,-0.008008699398839
10599.19043,10655.080078,10557.870117,10634.379883,173340000,56.2826359897171,59.2714023993144,55.6273875516203,11.2294920000004,100.105707738163,21.2943146844809,0.563424853138262,100.077620410959,100.119331128477,-0.041661002972749,-66.6666666666667,53.291759649114,0.003214086605208
10631.589844,10640.269531,10510.339844,10513.450195,232520000,1.48770572456952,32.1787024223285,47.9571703875628,-170.290039000001,98.4060821840457,97.6061275357345,0.045329501948237,99.1302997377144,99.1397598112134,-0.009542158985441,-66.6666666666667,45.4103666111717,-0.011371578722076
10505.599609,10588.929688,10503.370117,10550.709961,235040000,21.9125326116055,26.5609581086307,39.3370209767579,-146.879883,98.6269815431148,44.670311635854,0.882186435927793,99.5636678499471,99.6291031688975,-0.065678919983363,-66.6666666666667,47.9918713993399,0.0035440093698
10549.75,10592.900391,10517.429688,10554.929688,213900000,23.8657478672275,15.7553287344675,24.8316630884756,-55.1699210000006,99.4800244763659,50.3118448492517,0.559030568457793,99.8502834460421,99.7209004523366,0.129745111725409,-66.6666666666667,48.2890637658508,0.000399947208823
10552.700195,10626.259766,10552.700195,10559.230469,219830000,25.8564811682893,23.8782538823741,22.0648469084907,1.20019599999978,100.011367612793,91.1224686179849,0.969691326775128,99.9686669097801,99.7604021809017,0.208764925085885,-66.6666666666667,48.6112511010504,0.000407466570326
10559.230469,10641.150391,10523.959961,10569.889648,215570000,30.7903716866113,26.8375335740427,22.1570387302947,32.9599600000001,100.312804213143,60.8076470066708,0.699032523389495,100.191927420997,99.8300202283404,0.36252340911924,-66.6666666666667,49.4515201171212,0.001009465512785
10571.009766,10577.459961,10496.730469,10519.580078,210670000,10.2612004300153,22.3026844283053,24.3394906282407,-96.0898439999983,99.0948301453791,71.6960822694132,0.093773821839485,99.7034567118789,99.4451095727429,0.259788681661565,-66.6666666666667,45.6604336803278,-0.004759706267087
10519.339844,10559,10432.080078,10434.870117,256640000,0.971022254064029,14.0075314568969,21.0492498197483,-159.540039,98.4941111713554,97.801732812285,0.310588923935829,99.1182320639836,98.7933166072489,0.328884045897945,-66.6666666666667,40.0643663884998,-0.00805259909349
10434.389648,10465.360352,10428.339844,10450.629883,188100000,7.65795688568868,6.29672652325602,14.2023141361527,-235.259765000001,97.7984073132925,39.7900239510496,0.823603906245685,99.4650136883082,99.1633954211382,0.30416290798542,-66.6666666666667,41.5122027649972,0.001510298242651
10450.950195,10450.950195,10383.980469,10397.290039,192100000,3.96791653089413,4.19896522354895,8.16774106790062,-203.019531,98.0847773391961,80.125990063033,0.004782937293186,99.2633322072961,98.8476873771218,0.420490191731568,-66.6666666666667,38.1575604245329,-0.005103983644734
10396.900391,10487.5,10349.370117,10463.049805,202970000,30.7209155817866,14.1155963327898,8.20376269319826,-171.330077999999,98.3889039146149,17.7008728806347,0.653080702312625,100.095338568167,99.6351598993132,0.461863732961966,-66.6666666666667,44.1775388476793,0.006324702470869
10461.540039,10461.540039,10350,10412.820313,234650000,18.8548331240839,17.8478884122549,12.0541499895312,-100.629881999999,99.0428462575696,43.6791366013415,-0.013535641672145,99.8187096989927,99.2519545995325,0.571026637960953,-66.6666666666667,40.9213932947638,-0.004800654965438
